question,answer,tags
كيف تعرف إذا كان لديك حمى؟,A المستقيم والأذن، أو درجة حرارة الشريان الصدغي من 100.4 (38 درجة مئوية) أو أعلى، ودرجة حرارة عن طريق الفم من 100 F (37.8 درجة مئوية) أو أعلى، أو درجة حرارة الإبط من 99 F (37.2 درجة مئوية) أو أعلى عموما تشير إلى الحمى.,fever
هل يجب علاج الحمى؟,علاج الحمى لا يقصر ولا يطيل بشكل خاص مسار المرض. الهدف الرئيسي هو تخفيف الانزعاج وتعزيز الراحة.,fever
ما هي بعض استراتيجيات الرعاية المنزلية لعلاج الحمى عند الأطفال؟,شجع طفلك على شرب السوائل ، وارتداء ملابس خفيفة الوزن ، واستخدام بطانية خفيفة إذا شعر طفلك بالبرد حتى تنتهي قشعريرة ، وإعطاء طفلك الأسيتامينوفين أو الإيبوبروفين إذا كان عمره 6 أشهر أو أكثر.,fever
متى يجب طلب المشورة الطبية للطفل المصاب بالحمى؟,يجب طلب الرعاية الطبية إذا كان الطفل في أي عمر يظهر علامات الإزعاج أو يتصرف بشكل غير طبيعي والتي لا تتحسن حتى بعد تناول الأدوية لخفض الحمى ، وعلامات وأعراض الجفاف ، وتصلب الرقبة أو الصداع ، وآلام في البطن ، وصعوبة في التنفس ، والطفح الجلدي ، وآلام المفاصل أو تورم ، أو إذا استمرت الحمى أكثر من خمسة أيام على التوالي.,fever
ما هي بعض استراتيجيات الرعاية المنزلية لعلاج الحمى عند البالغين؟,اشرب الكثير من السوائل للبقاء رطبًا ، وقم بارتداء ملابس خفيفة الوزن ، واستخدم بطانية خفيفة إذا كنت تشعر بالبرد حتى تنتهي قشعريرة ، وتناول الأسيتامينوفين أو الإيبوبروفين باتباع الإرشادات الموجودة على الملصق.,fever
متى يجب طلب المشورة الطبية لشخص بالغ مصاب بالحمى؟,يجب طلب الرعاية الطبية إذا كان الشخص المصاب بالحمى يعاني من صعوبة في التنفس أو ألم في الصدر أو صداع شديد أو ارتباك أو تحريض أو ألم في البطن أو التقيؤ المتكرر أو جفاف الفم أو انخفاض البول أو البول الداكن أو رفض شرب السوائل ، مما قد يشير إلى الجفاف أو الطفح الجلدي أو صعوبة ابتلاع السوائل أو الألم مع التبول أو ألم في الظهر.,fever
متى يجب طلب الرعاية الطبية الطارئة لطفل مصاب بالحمى؟,يجب طلب الرعاية الطبية الطارئة إذا كان الطفل يعاني من حمى بعد تركه في سيارة ساخنة أو تورطه في موقف آخر يحتمل أن يكون خطيرًا ويظهر أيًا من علامات التحذير هذه: الحمى بدون تعرق أو صداع شديد أو نوبات أو تصلب الرقبة أو الارتباك أو القيء المتكرر أو الإسهال أو التهيج أو الانزعاج الكبير أو أي أعراض مقلقة أو مختلفة أو غير عادية.,fever
ما نوع مقياس الحرارة الذي يجب استخدامه للتحقق من درجة حرارة شخص ما؟,استخدم دائمًا مقياس حرارة رقمي للتحقق من درجة حرارة شخص ما.,fever
ما هي أنواع موازين الحرارة الرقمية المتاحة للتحقق من درجة الحرارة؟,تتوفر أنواع مختلفة من موازين الحرارة الرقمية بما في ذلك ميزان الحرارة المستقيم والفم والشريان الصدغي والإبط والأذن.,fever
لماذا لم يعد يوصى باستخدام موازين الحرارة الزجاجية الزئبقية؟,وقد تم التخلص التدريجي من موازين حرارة الزئبق الزجاجية ولم يعد يوصى بها بسبب احتمال التعرض للزئبق أو ابتلاعه.,fever
ما هي الاحتياطات التي يجب اتخاذها عند استخدام ميزان الحرارة الرقمي؟,اقرأ التعليمات التي تأتي مع مقياس الحرارة ، ونظف مقياس الحرارة قبل وبعد كل استخدام مع فرك الكحول أو الصابون والماء الفاتر ، ولا تستخدم نفس مقياس الحرارة لكل من درجات الحرارة عن طريق الفم والمستقيم ، واحصل على اثنين والتسمية التي تستخدم في المكان ، ولا تترك الطفل أبدًا دون مراقبة أثناء قياس درجة حرارته.,fever
كيف تأخذ درجة حرارة المستقيم للرضع؟,قم بتشغيل ميزان الحرارة الرقمي و dab هلام البترول أو مواد تشحيم أخرى على طرف ميزان الحرارة. ضع الطفل على بطنه أو جنبه ، مع ثني الركبتين. أدخل الطرف بعناية 1/2 إلى 1 بوصة (1.3 إلى 2.5 سم) في المستقيم. امسك ميزان الحرارة والطفل لا يزال حتى يشير صوت صفير ميزان الحرارة إلى أنه تم القيام به. لتجنب الإصابة ، لا تترك ميزان الحرارة أثناء وجوده داخل الطفل. إزالة ميزان الحرارة ورقم. إزالة ميزان الحرارة.,fever
كيف تأخذ درجة الحرارة عن طريق الفم؟,قم بتشغيل ميزان الحرارة الرقمي. ضع طرف ميزان الحرارة تحت اللسان. أغلق الفم حول ميزان الحرارة للمقدار الموصى به من الوقت أو حتى يشير صفير ميزان الحرارة إلى أنه قد تم. إزالة ميزان الحرارة وقراءة الرقم.,fever
كيف تأخذ درجة حرارة الشريان الصدغي؟,قم بتشغيل ميزان الحرارة الرقمي. اكتساح بلطف عبر الجبهة وقراءة الرقم.,fever
كيف تأخذ درجة حرارة الإبط؟,قم بتشغيل ميزان الحرارة الرقمي. ضع ميزان الحرارة تحت الإبط ، مع التأكد من أنه يلمس الجلد ، وليس الملابس. امسك ميزان الحرارة بإحكام في مكانه حتى تسمع صفير ميزان الحرارة يشير إلى أنه تم القيام به. إزالة ميزان الحرارة وقراءة الرقم.,fever
كيف تأخذ درجة حرارة الأذن؟,قم بتشغيل ميزان الحرارة الرقمي. ضعه بلطف في قناة الأذن لا يزيد عن ما تشير إليه التعليمات التي جاءت مع الجهاز. امسك ميزان الحرارة بإحكام في مكانه حتى تسمع صوت صفير ميزان الحرارة يشير إلى أنه تم القيام به. إزالة ميزان الحرارة وقراءة الرقم.,fever
ما هي الحروق الكيميائية؟,الحروق الكيميائية هي تلف الأنسجة الناجم عن الأحماض القوية ، ومنظفات التصريف ، وأرق الطلاء ، والبنزين والعديد من المواد الأخرى.,chemical burns
متى يجب عليك طلب الرعاية الطارئة لحرق المواد الكيميائية؟,يجب عليك طلب المساعدة الطبية الطارئة للحروق الكيميائية الرئيسية ، والتي تكون عميقة ، وتشمل جميع طبقات الجلد ، أكبر من 3 بوصات (حوالي 8 سنتيمترات) في القطر ، وتغطي اليدين والقدمين والوجه والفخذ والأرداف ، أو مفصل رئيسي أو يحيط بذراع أو ساق ، أو قد يسبب صدمة ، مع أعراض مثل البرد ، والجلد الصاخب ، وضعف النبض والتنفس الضحل.,chemical burns
